frame,x,y,visible
0.0,1482.0999755859375,639.9000244140625,1.0
1.0,1482.699951171875,639.7000122070312,1.0
2.0,1482.699951171875,639.9000244140625,1.0
3.0,1482.699951171875,639.9000244140625,1.0
4.0,1482.9000244140625,640.0999755859375,1.0
5.0,1482.699951171875,639.2000122070312,1.0
6.0,1482.699951171875,639.0999755859375,1.0
7.0,1482.5999755859375,639.2000122070312,1.0
8.0,1482.199951171875,636.7999877929688,1.0
9.0,1482.699951171875,637.5999755859375,1.0
10.0,1482.699951171875,637.7000122070312,1.0
11.0,1482.699951171875,637.5999755859375,1.0
12.0,1482.5999755859375,637.5,1.0
13.0,1482.9000244140625,638.0,1.0
14.0,1482.9000244140625,637.9000244140625,1.0
15.0,1482.9000244140625,638.0,1.0
16.0,1482.699951171875,637.7000122070312,1.0
17.0,1482.9000244140625,638.0999755859375,1.0
18.0,1482.9000244140625,638.0999755859375,1.0
19.0,1482.800048828125,637.9000244140625,1.0
20.0,1482.800048828125,637.7000122070312,1.0
21.0,1482.800048828125,637.7000122070312,1.0
22.0,1483.5,639.7999877929688,1.0
23.0,1483.4000244140625,639.5,1.0
24.0,1483.300048828125,639.7000122070312,1.0
25.0,1483.300048828125,639.5999755859375,1.0
26.0,1483.300048828125,639.4000244140625,1.0
27.0,1483.300048828125,639.4000244140625,1.0
28.0,1483.5,639.2000122070312,1.0
29.0,1483.300048828125,639.0,1.0
30.0,1483.300048828125,639.0,1.0
31.0,1483.300048828125,639.0,1.0
32.0,1483.300048828125,638.7000122070312,1.0
33.0,1483.300048828125,639.0,1.0
34.0,1483.4000244140625,639.0999755859375,1.0
35.0,1483.4000244140625,639.2000122070312,1.0
36.0,1483.4000244140625,639.2000122070312,1.0
37.0,1483.300048828125,639.2000122070312,1.0
38.0,1483.4000244140625,639.2999877929688,1.0
39.0,1483.300048828125,639.5,1.0
40.0,1483.300048828125,639.5,1.0
41.0,1483.4000244140625,639.5999755859375,1.0
42.0,1483.4000244140625,639.4000244140625,1.0
43.0,1483.300048828125,639.2999877929688,1.0
44.0,1483.300048828125,639.2000122070312,1.0
45.0,1483.300048828125,639.0999755859375,1.0
46.0,1483.300048828125,638.9000244140625,1.0
47.0,1483.300048828125,638.7000122070312,1.0
48.0,1483.199951171875,638.7000122070312,1.0
49.0,1483.300048828125,639.0999755859375,1.0
50.0,1483.4000244140625,639.0999755859375,1.0
51.0,1483.4000244140625,639.2999877929688,1.0
52.0,1483.4000244140625,639.2000122070312,1.0
53.0,1483.4000244140625,639.2000122070312,1.0
54.0,1483.5,639.0999755859375,1.0
55.0,1483.4000244140625,639.2000122070312,1.0
56.0,1483.4000244140625,639.2000122070312,1.0
57.0,1483.4000244140625,638.9000244140625,1.0
58.0,1483.4000244140625,639.0,1.0
59.0,1483.4000244140625,639.2999877929688,1.0
60.0,1483.5,639.2999877929688,1.0
61.0,1483.4000244140625,639.2000122070312,1.0
62.0,1483.0999755859375,639.5,1.0
63.0,1483.0,639.2999877929688,1.0
64.0,1483.0999755859375,639.4000244140625,1.0
65.0,1483.0999755859375,639.4000244140625,1.0
66.0,1482.9000244140625,639.2000122070312,1.0
67.0,1482.800048828125,639.0999755859375,1.0
68.0,1482.9000244140625,639.5999755859375,1.0
69.0,1482.9000244140625,639.5999755859375,1.0
70.0,1482.9000244140625,639.5999755859375,1.0
71.0,1482.800048828125,639.5999755859375,1.0
72.0,1483.0,639.9000244140625,1.0
73.0,1483.0,640.0,1.0
74.0,1482.9000244140625,639.7999877929688,1.0
75.0,1482.9000244140625,639.7999877929688,1.0
76.0,1483.0,639.7999877929688,1.0
77.0,1483.0,639.4000244140625,1.0
78.0,1483.0999755859375,639.9000244140625,1.0
79.0,1483.0999755859375,639.5999755859375,1.0
80.0,1483.0,639.5999755859375,1.0
81.0,1483.0,639.5,1.0
82.0,1482.800048828125,639.2000122070312,1.0
83.0,1483.0999755859375,639.4000244140625,1.0
84.0,1483.0,639.2999877929688,1.0
85.0,1483.0,639.0999755859375,1.0
86.0,1483.0,639.2999877929688,1.0
87.0,1482.9000244140625,638.7999877929688,1.0
88.0,1482.800048828125,638.7000122070312,1.0
89.0,1482.9000244140625,638.5,1.0
90.0,1482.9000244140625,638.2999877929688,1.0
91.0,1483.0999755859375,638.4000244140625,1.0
92.0,1250.3333129882812,715.6666870117188,1.0
93.0,1017.566650390625,792.933349609375,1.0
94.0,784.7999877929688,870.2000122070312,1.0
95.0,785.0999755859375,870.0999755859375,1.0
96.0,785.0,869.4000244140625,1.0
97.0,784.9000244140625,868.7000122070312,1.0
98.0,783.433349609375,882.366678873698,1.0
99.0,781.9666748046875,896.0333455403646,1.0
100.0,780.5,909.7000122070312,1.0
101.0,920.9199951171877,855.460009765625,1.0
102.0,1061.3399902343751,801.2200073242188,1.0
103.0,1201.7599853515626,746.9800048828126,1.0
104.0,1342.17998046875,692.7400024414063,1.0
105.0,1482.5999755859375,638.5,1.0
106.0,1482.5999755859375,638.5,1.0
107.0,1482.4000244140625,638.0,1.0
108.0,1483.199951171875,637.9000244140625,1.0
109.0,1483.199951171875,638.2999877929688,1.0
110.0,1483.0999755859375,638.2999877929688,1.0
111.0,1483.0,638.5999755859375,1.0
112.0,1482.699951171875,638.4000244140625,1.0
113.0,1482.699951171875,638.4000244140625,1.0
114.0,1482.699951171875,638.7999877929688,1.0
115.0,1483.0,639.5,1.0
116.0,1482.699951171875,639.0,1.0
117.0,1482.800048828125,638.9000244140625,1.0
118.0,1482.9000244140625,638.7000122070312,1.0
119.0,1482.9000244140625,638.7999877929688,1.0
120.0,1482.9000244140625,638.9000244140625,1.0
121.0,1482.9000244140625,638.5999755859375,1.0
122.0,1483.0999755859375,638.0,1.0
123.0,1483.300048828125,639.0,1.0
124.0,1483.0,638.7999877929688,1.0
125.0,1483.0,638.7000122070312,1.0
126.0,1482.800048828125,638.5,1.0
127.0,1483.0999755859375,638.5999755859375,1.0
128.0,1483.300048828125,638.5,1.0
129.0,1483.199951171875,638.4000244140625,1.0
130.0,-1.0,-1.0,0.0
131.0,-1.0,-1.0,0.0
132.0,-1.0,-1.0,0.0
133.0,-1.0,-1.0,0.0
134.0,-1.0,-1.0,0.0
135.0,-1.0,-1.0,0.0
136.0,-1.0,-1.0,0.0
137.0,-1.0,-1.0,0.0
138.0,-1.0,-1.0,0.0
139.0,-1.0,-1.0,0.0
140.0,-1.0,-1.0,0.0
